key,translation,locale
customer.account.add_new_address,Define new address,en_US
customer.account.deliver_to_multiple_addresses,Deliver to multiple addresses,en_US
customer.account.delete.error,Account cannot be removed,en_US
customer.newsletter.not_subscribed,No newsletter subscription,en_US
customer.profile.order_history,Last Orders,en_US
customer.account.no_orders,No orders at the moment,en_US
customer.address.updated,Address was successfully updated,en_US
customer.address.delete.success,Address deleted successfully,en_US
customer.address.added,Address was successfully added,en_US
customer.address.first_name,First Name,en_US
customer.address.last_name,Last Name,en_US
customer.address.company,Company,en_US
customer.address.address1,Street,en_US
customer.address.address2,Number,en_US
customer.address.address3,Addition to address,en_US
customer.address.zip_code,Zip Code,en_US
customer.address.city,City,en_US
customer.address.country,Country,en_US
customer.address.phone,Phone,en_US
customer.address.is_default_billing,Is default billing address,en_US
customer.address.is_default_shipping,Is default shipping address,en_US
customer.anonymization.success,Your account has been deleted successfully,en_US
customer.anonymization.failed,Your account could not be deleted,en_US
customer.authorization.success,Almost there! We send you an email to validate your email address. Please confirm it to be able to log in.,en_US
customer.authorization.account_confirmed,Your email address is validated. Please login to continue.,en_US
customer.error.confirm_email_link.invalid_or_used,This email verification link is invalid or has been already used.,en_US
customer.authorization.validate_email_address,Almost there! We send you an email to validate your email address. Please confirm it to be able to log in.,en_US
customer.profile.change.success,Profile was successfully saved,en_US
customer.password.invalid_password,Current password is wrong,en_US
customer.password.invalid,Password is invalid,en_US
customer.password.changed,Your password was changed successfully,en_US
customer.token.invalid,Token is invalid,en_US
customer.forgotten-password.description,Enter the e-mail address associated with your account.,en_US
customer.forgotten_password.email,Email Address,en_US
customer.forgotten-password.title,Recover my password,en_US
customer.recovery.request.title,Forgot password?,en_US
customer.recovery.request.subtitle,Enter your work email and we'll send you a link to reset your password.,en_US
customer.recovery.email_label,Work email,en_US
customer.recovery.request.submit,Send reset link,en_US
customer.recovery.back_to_sign_in,Back to sign in,en_US
customer.recovery.sent.title,Check your email,en_US
customer.recovery.sent.text,"If an account exists for %email%, we've sent a link to reset your password.",en_US
customer.recovery.sent.resend,Resend email,en_US
customer.recovery.reset.title,Set a new password,en_US
customer.recovery.reset.subtitle,Your new password must be different from previously used passwords.,en_US
customer.recovery.reset.new_label,New password,en_US
customer.recovery.reset.confirm_label,Confirm password,en_US
customer.recovery.reset.hint,"At least 8 characters, including a number and an uppercase letter.",en_US
customer.recovery.reset.submit,Save password,en_US
customer.recovery.success.title,Password updated,en_US
customer.recovery.success.text,Your password has been changed successfully. You can now sign in with your new password.,en_US
customer.order.order_id,Order Id,en_US
customer.order.view_all,View All,en_US
customer.order.all_orders,View orders,en_US
customer.order.total,Total,en_US
customer.order.view_order,View Order,en_US
customer.order.reorder,Reorder,en_US
customer.order.reorder_all,Reorder all,en_US
customer.order.reorder_selected,Reorder selected items,en_US
customer.order.reorder.error.unable_to_reorder_items,"You can not reorder those products directly, please add them to your cart separately",en_US
customer.order.date,Date,en_US
customer.order.item_sku,SKU,en_US
customer.order.product_name,Product name,en_US
customer.order.item_price,Price,en_US
customer.order.item_quantity,Quantity,en_US
customer.order.item_sum,Item total,en_US
customer.order.item_amount,Amount,en_US
customer.order.subTotal,Subtotal,en_US
customer.order.taxTotal,Tax,en_US
customer.order.expenseTotal,Shipment costs (total),en_US
customer.order.shipment,Shipment,en_US
customer.order.discount.total,Discount,en_US
customer.order.grandTotal,Grand Total,en_US
customer.order.shipping_address,Shipping address,en_US
customer.order.billing_address,Billing address,en_US
customer.order.shipment_method,Shipment,en_US
customer.order.payment_method,Payment method,en_US
customer.order.products,Products,en_US
customer.order.payment,Payment,en_US
customer.order.complete_checkout,Complete checkout,en_US
customer.order.item,Item,en_US
customer.order.items,Items,en_US
customer.order.items_state,Items State,en_US
customer.order.no_orders,No order history available!,en_US
customer.order.no_orders_description,This is where you'll find and manage order history once it's available.,en_US
customer.order.item_options,Item options,en_US
customer.order.overview,Overview,en_US
customer.order.summary.items,Items,en_US
customer.order.summary.discounts,Discounts,en_US
customer.newsletter.subscription,Newsletter settings,en_US
customer.newsletter.subscription_agreement,I agree to newsletter subscription,en_US
customer.newsletter.text,"Receive updates on product innovation, market shifts, and digital commerce strategy.",en_US
customer.newsletter.subtitle,NEWSLETTER,en_US
customer.newsletter.hint,You can unsubscribe at any time.,en_US
customer.profile,My Account,en_US
customer.profile.update,Update Profile,en_US
customer.profile.delete,Delete Account,en_US
customer.profile.delete.description,This will delete all of the account information.,en_US
customer.profile.delete.confirmation_question,Are you sure you want to delete your account?,en_US
customer.profile.first_name,First Name,en_US
customer.profile.last_name,Last Name,en_US
customer.profile.email,Email,en_US
customer.profile.phone,Phone,en_US
customer.profile.old_password,Old Password,en_US
customer.profile.request.new_password,New Password,en_US
customer.profile.confirm.new_password,Confirm New Password,en_US
customer.profile.address.edit,Edit,en_US
customer.profile.address.delete,Delete,en_US
customer.profile.order_details,Order Details,en_US
customer.password.update,Change Password,en_US
customer.password.old_password,Old Password,en_US
customer.password.request.new_password,New Password,en_US
customer.password.confirm.new_password,Confirm Password,en_US
customer.table.actions,Actions,en_US
profile.form.salutation,Salutation,en_US
customer.salutation.dr,Dr.,en_US
customer.salutation.n/a,n/a,en_US
customer.customer_id,ID,en_US
forms.submit-btn,Submit,en_US
forms.save-btn,Save,en_US
forms.submit.login,Login,en_US
forms.submit.register,Register,en_US
forms.forgot-password,Forgot Password,en_US
forms.first-name,First Name,en_US
forms.last-name,Last Name,en_US
forms.email,Email,en_US
forms.password,Password,en_US
forms.confirm-password,Confirm Password,en_US
forms.accept_terms,Accept Terms,en_US
address.salutation,Salutation,en_US
email.orderEmail.salutationMale,Mr.,en_US
email.orderEmail.salutationFemale,Ms. / Mrs.,en_US
mail.trans.customerRegistration.confirmationLink,Validate your email address,en_US
customer.login.failed,Login failed,en_US
customer.email.already.used,"If this E-mail address is already in use, you will receive a password reset link. Otherwise, you must first validate your E-mail address to finish registration. Please check your E-mail.",en_US
customer.data_change_request.email_change.success,Your email address was successfully changed.,en_US
customer.data_change_request.email_change.requested,You requested to change your e-mail to `%newEmail%`. Confirm it by clicking the verification link sent to this address. Please note that the link is valid for %minutes% minutes.,en_US
customer.data_change_request.invalid,No valid data change request found.,en_US
general.back.button,Back,en_US
general.cancel.button,Cancel,en_US
general.edit.button,Edit,en_US
general.required_fields.text,*Required fields,en_US
newsletter.subscription.success,You successfully subscribed to the newsletter,en_US
newsletter.unsubscription.success,You successfully unsubscribed from the newsletter,en_US
newsletter.subscription.already_subscribed,You are already subscribed to the newsletter,en_US
newsletter.subscription.email_format_invalid,Invalid Email address format,en_US
customer.authentication.failed,Please check that your E-mail address and password are correct and that you have confirmed your E-mail address by clicking the link in the registration message,en_US
customer.email.invalid,Email address is invalid,en_US
customer.email.format.invalid,Invalid Email address format,en_US
customer.password.recovery.mail.sent,"If there is an account associated with this email address, you will receive an email with further instructions",en_US
customer.address.number,Number,en_US
customer.address.save_new_address,Save new address to address book,en_US
countries.iso.AT,Austria,en_US
countries.iso.DE,Germany,en_US
countries.iso.NO,Norway,en_US
countries.iso.CH,Switzerland,en_US
countries.iso.ES,Spain,en_US
countries.iso.GB,United Kingdom,en_US
countries.iso.US,United States,en_US
customer.billingSameAsShipping,Billing address same as shipping address,en_US
checkout.customer.proceed_as_user,Proceed as a registered user (sign up),en_US
checkout.customer.proceed_as_guest,Proceed as a guest,en_US
checkout.customer.order_as_guest,Order as guest,en_US
checkout.step.customer.title,Login,en_US
checkout.step.address.title,Address,en_US
checkout.step.shipment.title,Shipping,en_US
checkout.step.payment.title,Payment,en_US
checkout.step.summary.title,Confirm,en_US
checkout.step.shipment,Next,en_US
checkout.step.address.select_address,Select an address,en_US
checkout.step.payment,Next,en_US
checkout.step.summary,Go to Summary,en_US
checkout.step.summary.with_method,With,en_US
checkout.step.summary.items,Items,en_US
checkout.step.summary.overview,Overview,en_US
checkout.step.summary.sub_total,Subtotal,en_US
checkout.step.summary.grand_total,Grand Total,en_US
checkout.step.summary.payment,Payment,en_US
checkout.step.summary.shipping,Shipping,en_US
checkout.step.summary.tax,Tax,en_US
checkout.step.summary.billing_address,Billing Address,en_US
checkout.step.summary.delivery_method,Delivery method,en_US
checkout.step.summary.requested_delivery_date,Requested delivery date,en_US
checkout.step.summary.delivery_address,Delivery Address,en_US
checkout.step.summary.products,Products,en_US
checkout.step.place.order,Submit your order,en_US
checkout.step.payment.must_be_older_than_18_years,You must be at least 18 years old.,en_US
checkout.step.success.title,Thank you!,en_US
checkout.step.success.text,Your order has been placed successfully. You will get the order confirmation email in a few minutes.,en_US
checkout.step.error.title,Your order has not been placed.,en_US
checkout.step.error.text,Something went wrong. Sorry.,en_US
checkout.back_button,Back to cart,en_US
checkout.secure,Secure checkout,en_US
customer.password.change.success,Password change successful,en_US
customer.newsletter.subscribed,Newsletter subscribed,en_US
dynamic_entity.validation.invalid_data_format,"Invalid or missing data format. Please ensure that the data is provided in the correct format. Example request body: {'data':[{...},{...},..]}",en_US
dynamic_entity.validation.persistence_failed,Failed to persist the data for `%errorPath%`. Please verify the provided data and try again.,en_US
dynamic_entity.validation.persistence_failed_duplicate_entry,Failed to persist the data for `%errorPath%`. Please verify the provided data and try again. Entry is duplicated.,en_US
dynamic_entity.validation.persistence_failed_not_nullable_field,Failed to persist the data for `%errorPath%`. Please verify the provided data and try again. Field must not be null.,en_US
dynamic_entity.validation.delete_foreign_key_constraint_fails,Failed to delete the data for `%errorPath%`. The entity has a child entity and can not be deleted. Child entity: `%childEntity%`.,en_US
dynamic_entity.validation.entity_does_not_exist,The entity `%errorPath%` could not be found in the database.,en_US
dynamic_entity.validation.invalid_field_type,Invalid data type `%errorPath%` for field `%fieldName%`,en_US
dynamic_entity.validation.invalid_field_value,Invalid data value `%errorPath%` for field: `%fieldName%`. Field rules: %validationRules%,en_US
dynamic_entity.validation.required_field_is_missing,The required field must not be empty. Field: `%errorPath%.%fieldName%`,en_US
dynamic_entity.validation.entity_not_found_or_identifier_is_not_creatable,"Entity `%errorPath%.%identifier%` not found by identifier, and new identifier can not be persisted. Please update the request.",en_US
dynamic_entity.validation.modification_of_immutable_field_prohibited,Modification of immutable field `%errorPath%.%fieldName%` is prohibited,en_US
dynamic_entity.validation.missing_identifier,Incomplete Request - missing identifier for `%errorPath%`,en_US
dynamic_entity.validation.provided_field_is_invalid,The provided `%errorPath%.%fieldName%` is incorrect or invalid.,en_US
dynamic_entity.validation.relation_is_not_editable,The relationship `%relationName%` is not editable by configuration.,en_US
dynamic_entity.validation.relation_not_found,Relation `%relationName%` not found. Please check the requested relation name and try again.,en_US
dynamic_entity.validation.configuration_not_found,Dynamic entity configuration for table alias `%aliasName%` not found.,en_US
dynamic_entity.validation.filter_field_not_found,Filter field `%filterField%` for table alias `%aliasName%` not found.,en_US
dynamic_entity.validation.invalid_url,The URL is invalid. `%errorPath%` field `%fieldName%` must have a URL data format.,en_US
dynamic_entity.validation.method_not_allowed,Method not allowed for the entity `%aliasName%`.,en_US
validator.constraints.password.do_not_match,Passwords don't match,en_US
discount.successfully.applied,"The discount ""display_name"" has been successfully applied",en_US
discount.quote_change.discount.not_available,The discounts you have chosen for the following items skus is no longer available,en_US
discount.quote_change.discount.amount_changed,The discounts you selected for the following items skus have changed,en_US
discount.quote_change.does_not_apply_for_currency,"Voucher ""%code%"" was disabled because it does not apply for this currency.",en_US
discount.voucher_code.usage_limit.reached,Voucher code usage limit reached,en_US
product.unavailable,Product '%sku%' is not available at the moment,en_US
product.access.denied,"Sorry, this product is not available.",en_US
product_bundle.unavailable,Product '%productSku%' in the Bundle Product '%bundleSku%' is not available at the moment,en_US
product.attribute.slug,slug,en_US
product.attribute.variant_id,ID,en_US
product.attribute.sku,SKU,en_US
product.attribute.image_quality,Image Quality,en_US
product.attribute.lens_system,Lens System,en_US
product.attribute.focus,Focus,en_US
product.attribute.shutter,Shutter,en_US
product.attribute.video,Video,en_US
product.attribute.screen,Screen,en_US
product.attribute.processor,Processor,en_US
product.attribute.memory,Memory,en_US
product.attribute.display,Display,en_US
product.attribute.storage,Storage,en_US
product.attribute.color,Color,en_US
product.attribute.design,Design,en_US
product.attribute.graphics,Graphics,en_US
product.attribute.camera,Camera,en_US
product.attribute.gps,GPS,en_US
product.attribute.weight,Weight,en_US
product.attribute.waterproof,Waterproof,en_US
product.attribute.battery,Battery,en_US
product.attribute.short_description,Short Description,en_US
product.attribute.long_description,Description,en_US
product.attribute.manufacturer_name,Brand,en_US
product.attribute.product_id,Product ID,en_US
product.attribute.image_big,Image big,en_US
product.attribute.image_small,Image small,en_US
product.attribute.license,License,en_US
product.product_options,Product Options,en_US
product.product_options_select,Select an option,en_US
product.attachments.downloads,Downloads,en_US
product.attachments.name.col,Name,en_US
product.attachments.download.col,Download,en_US
product.sets,Product Sets,en_US
product.sets.no-results,No results.,en_US
product.set.detail.add-all-to-cart,Add all to Cart,en_US
product.set.detail.set-contents,Products in this set,en_US
product.set.detail.no-products,No products in the set,en_US
product.view,View Product,en_US
product.color-selector,Available Colors,en_US
product.relation.similar-products,Similar products,en_US
newsletter.subscribe,Subscribe for newsletter,en_US
newsletter.form.subscribe,Subscribe,en_US
newsletter.form.subscribe.text,"Receive updates on product innovation, market shifts, and digital commerce strategy.",en_US
pagination.previous,Previous,en_US
pagination.next,Next,en_US
product.attribute.iso_en,ISO,en_US
product.attribute.waterproof_up_to,Waterproof up to,en_US
product.attribute.width,Width,en_US
product.attribute.touchscreen,Touchscreen,en_US
product.attribute._none,Please select an attribute value,en_US
product.variants,Product Variants,en_US
product.attribute.usb_version,USB version,en_US
product.attribute.thermal_design_power,Thermal design power,en_US
product.attribute.processor_boost_frequency,Processor Boost,en_US
product.attribute.touch_technology,Touch technology,en_US
product.attribute.video_recording_modes,Video recording modes,en_US
product.attribute.voice_recording,Voice recording,en_US
product.attribute.total_megapixels,Total megapixels,en_US
product.attribute.white_balance,White balance,en_US
product.attribute.themes,Themes,en_US
product.attribute.usb_port,USB port,en_US
product.detail.out_of_stock,This product is currently not available.,en_US
product.groups,Product Groups,en_US
cart.pre.check.availability.failed,Item %sku% only has availability of %stock%.,en_US
cart.pre.check.availability.failed.empty,Product '%sku%' is not available at the moment.,en_US
cart.pre.check.availability.failed.lead.product,Products inside the item 'sku' are not available at the moment.,en_US
mail.auth.restore_password.subject,New password for your Spryker Backoffice account,en_US
mail.auth.restore_password.text,"""Somebody has requested a new password for your Spryker Backoffice account. If it's not you, just ignore this email. If it's you, please follow the link bellow:""",en_US
mail.auth.restore_password.label,Change Password,en_US
mail.sender.name,Spryker No-Reply,en_US
mail.sender.email,noreply@demo-spryker.com,en_US
mail.auth.restore_password.subject,New password for your Spryker Backoffice account,en_US
mail.auth.restore_password.text,"""Somebody has requested a new password for your Spryker Backoffice account. If it's not you, just ignore this email. If it's you, please follow the link below:""",en_US
mail.auth.restore_password.label,Change Password,en_US
mail.company.status.subject,Your company has changed status,en_US
mail.company.status.text,Your company has changed status to: ,en_US
mail.company.status.approved,Approved ,en_US
mail.company.status.pending,Waiting for Approval,en_US
mail.company.status.denied,Denied,en_US
mail.customer.registration.subject,Thank you for signing up with Spryker Shop!,en_US
mail.customer.registration.text,Thank you for signing up with Spryker Shop!,en_US
mail.customer.restore_password.subject,New password for your Spryker Shop account,en_US
mail.customer.restore_password.text,"""Somebody has requested a new password for your Spryker Shop account. If it's not you, just ignore this email. If it's you, please follow the link bellow:""",en_US
mail.customer.restore_password_confirmation.subject,Your password was changed successfully!,en_US
mail.customer.restore_password_confirmation.text,Your password was changed successfully!,en_US
mail.merchant.restore_password.subject,New password for your Spryker Merchant Portal account,en_US
