key,translation,locale
page.checkout.address.option_group.customer,Адреси клієнта,uk_UA
page.checkout.address.option_group.company_business_unit,Робочі адреси,uk_UA
page.checkout.address.delivery.address_select,Виберіть адресу доставки,uk_UA
page.checkout.address.multi_shipment.title,Призначте кожному товару власну адресу доставки,uk_UA
page.checkout.address.billing.address_select,Виберіть платіжну адресу,uk_UA
page.checkout.address.manage_your_addresses,Керувати своїми адресами,uk_UA
page.checkout.address.address_select.label,Виберіть адресу доставки,uk_UA
page.checkout.address.address_select.placeholder,Виберіть адресу,uk_UA
page.checkout.shipment.heading,2. Спосіб доставки,uk_UA
page.checkout.shipment.shipping_method_heading,Спосіб доставки,uk_UA
page.checkout.shipment.shipment_group_heading,Відправлення %current% з %total%,uk_UA
shipment.standart.name,Стандартний,uk_UA
shipment.express.name,Експрес,uk_UA
shipment.standart.description,2-4 робочих дні,uk_UA
page.checkout.shipping.delivery_time,Час доставки:,uk_UA
page.checkout.shipping.day,день,uk_UA
page.checkout.shipping.days,днів,uk_UA
page.checkout.shipping.price,Ціна:,uk_UA
shipment.express.description,24-48 годин (робочі дні),uk_UA
page.checkout.shipment.edit,редагувати спосіб доставки,uk_UA
page.checkout.shipment.next-step,Перейти до способу оплати,uk_UA
page.checkout.shipment.item.quantity,Сума,uk_UA
page.checkout.shipment.item.price,Ціна,uk_UA
page.checkout.shipment.shipping_address.title,Адреса доставки,uk_UA
page.checkout.shipment.requested_delivery_date.label,Бажана дата доставки,uk_UA
page.checkout.shipment.requested_delivery_date.placeholder,"Залиште порожнім, якщо хочете отримати якнайшвидше",uk_UA
page.checkout.shipment.requested_delivery_date.title,Коли ви хочете отримати доставку?,uk_UA
page.checkout.shipping.delivery_time,Час доставки,uk_UA
page.checkout.payment.heading,3. Спосіб оплати,uk_UA
page.checkout.payment.title,Спосіб оплати,uk_UA
page.checkout.payment.edit,редагувати спосіб оплати,uk_UA
page.checkout.payment.next-step,Перейти до завершення замовлення,uk_UA
page.checkout.summary.billing,Адреса для рахунку,uk_UA
page.checkout.summary.shipping,Адреса доставки,uk_UA
page.checkout.summary.date_of_birth,Дата народження,uk_UA
page.checkout.summary.card_type,Тип картки,uk_UA
page.checkout.summary.card_number,Номер картки,uk_UA
page.checkout.summary.name_on_card,Ім'я на картці,uk_UA
page.checkout.summary.card_expires,Термін дії,uk_UA
page.checkout.summary.complete_checkout,Завершити оформлення,uk_UA
page.checkout.summary.accept_terms_and_conditions,Я приймаю правила та умови,uk_UA
page.checkout.finalize.heading,4. Перевірте та завершіть замовлення,uk_UA
shipment.international.parcel.service,Міжнародні послуги доставки посилок,uk_UA
page.checkout.terms,Я приймаю загальні правила та умови.,uk_UA
page.checkout.finalize.enter-voucher,Введіть код купона,uk_UA
page.checkout.finalize.tos,"Натискаючи кнопку ""Купити зараз"", я підтверджую загальні правила та умови.",uk_UA
page.checkout.finalize.buy-now,Купити зараз,uk_UA
page.detail.add-to-cart,Додати в кошик,uk_UA
page.detail.dimensions,Розміри,uk_UA
page.product.by,від,uk_UA
page.product.details,Деталі,uk_UA
page.imprint.url,/en/imprint,uk_UA
page.imprint.title,Вихідні дані,uk_UA
page.terms.url,/en/gtc,uk_UA
page.terms.title,GTC,uk_UA
page.privacy.url,/en/privacy,uk_UA
page.privacy.title,Захист даних,uk_UA
catalog.currency,€,uk_UA
catalog.filter.button,Фільтрувати,uk_UA
catalog.filter.and.sorting.button,Фільтри,uk_UA
catalog.filter.active,Активний фільтр,uk_UA
catalog.filter.main_color,Колір,uk_UA
catalog.filter.extras,Інші характеристики,uk_UA
catalog.filter.pricerangeFrom,від,uk_UA
catalog.filter.pricerangeTo,до,uk_UA
catalog.filter.rangeFrom,Діапазон,uk_UA
catalog.filter.rangeTo,до,uk_UA
catalog.filter.show,додати фільтр,uk_UA
catalog.filter.hide,приховати фільтр,uk_UA
catalog.filter.per,На сторінку,uk_UA
catalog.filter.sort,Сортувати за,uk_UA
catalog.filter.rating_up,і більше,uk_UA
catalog.filter.active_rating_up,Зірок і більше,uk_UA
catalog.itemsFound,Знайдені позиції,uk_UA
catalog.loading,Завантаження,uk_UA
catalog.next,продовжити,uk_UA
catalog.prev,назад,uk_UA
catalog.sort,Сортування,uk_UA
catalog.sort.relevance,Сортувати за релевантністю,uk_UA
catalog.sort.name_asc,Сортувати за назвою за зростанням,uk_UA
catalog.sort.name_desc,Сортувати за назвою за спаданням,uk_UA
catalog.sort.price_asc,Сортувати за ціною за зростанням,uk_UA
catalog.sort.price_desc,Сортувати за ціною за спаданням,uk_UA
catalog.sort.rating,Сортувати за оцінками товарів,uk_UA
catalog.filter.activeFilters,Активні фільтри,uk_UA
catalog.filter.resetAllFilters,Скинути всі фільтри,uk_UA
catalog.no-results,Немає результатів.,uk_UA
product.filter.category,Категорії,uk_UA
product.filter.price,Діапазон цін,uk_UA
product.filter.rating,Оцінки товару,uk_UA
shipment.dhl,DHL,uk_UA
shipment.dhl.paket.name,Пакет,uk_UA
shipment.dhl.paket.description,"DHL Paket — це проста, доступна, швидка й надійна служба доставки до понад 220 країн світу.",uk_UA
shipment.dhl.express.name,Експрес,uk_UA
shipment.dhl.express.description,Наш колектив із 100 000 відданих співробітників працює по всьому світу. Локальні знання та наша унікальна мережа роблять нас вашими міжнародними спеціалістами.,uk_UA
shipment.dpd,DPD,uk_UA
shipment.hermes,Hermes,uk_UA
customer.first_name,Ім'я,uk_UA
customer.last_name,Назва,uk_UA
customer.salutation.mr,Пан,uk_UA
customer.salutation.mrs,Пані,uk_UA
customer.salutation.ms,Пані,uk_UA
customer.salutation.dr,Д-р,uk_UA
customer.birth_date,Дата народження (ДД.ММ.РРРР),uk_UA
customer.email,E-Mail,uk_UA
customer.phone,Номер телефону,uk_UA
customer.reset.password.error.already.loggedIn,"Інший клієнт уже увійшов. Вийдіть, щоб скинути пароль.",uk_UA
payment.prepay,Передоплата,uk_UA
payment.paypal,PayPal,uk_UA
payment.creditcard,Кредитна картка,uk_UA
payment.invoice,Рахунок,uk_UA
payment.cancellation.title,Скасування оплати,uk_UA
payment.cancellation.message,Ви скасували свою оплату.,uk_UA
address.street,Вулиця,uk_UA
address.street_nr,Номер,uk_UA
address.city,Місто,uk_UA
address.zip_code,Поштовий індекс,uk_UA
page.checkout.create_account,Створити акаунт клієнта,uk_UA
whishlist.whishlist,Список бажань,uk_UA
whishlist.remove,Видалити,uk_UA
whishlist.reduce,Зменшити,uk_UA
whishlist.increase,Збільшити,uk_UA
whishlist.move.to.cart,Перенести в кошик,uk_UA
checkout.thank.you,Дякуємо,uk_UA
checkout.this.is.demoshop,Це демонстраційний магазин,uk_UA
checkout.nothing.will.be.sent,"Тому, звісно, нічого не буде надіслано!",uk_UA
global.skip-to-navigation,Перейти до навігації,uk_UA
global.skip-to-products,Перейти до товарів,uk_UA
global.skip-to-content,Перейти до вмісту,uk_UA
global.order.ascendent,A-Z,uk_UA
global.show_more,Показати більше,uk_UA
global.account,Акаунт,uk_UA
global.order.descendent,Z-A,uk_UA
global.close,Закрити,uk_UA
global.search,Пошук,uk_UA
global.search.results,Результати для,uk_UA
global.search.results.no_query,Результати пошуку,uk_UA
global.search.spellingSuggestion,Ви мали на увазі,uk_UA
global.search.suggestions,Підказки пошуку,uk_UA
global.search.suggestion.in_products,Товари,uk_UA
global.search.suggestion.in_categories,Категорії,uk_UA
global.search.suggestion.in_cms,Сторінки,uk_UA
global.search.suggestion.no_result,Нічого не знайдено...,uk_UA
global.search.suggestion.see_all_products,Переглянути всі товари,uk_UA
global.benefit.free_returns,Безкоштовне повернення,uk_UA
global.benefit.warranty,3 роки гарантії,uk_UA
global.benefit.competitive_prices,Конкурентні ціни,uk_UA
global.spryker.shop,Spryker Shop,uk_UA
global.spryker.motto,технологія з якістю,uk_UA
global.payment_providers,Постачальники платіжних послуг,uk_UA
global.shipment_providers,Постачальники доставки,uk_UA
global.get_in_touch,Зв'яжіться з нами,uk_UA
global.social,Соціальні мережі,uk_UA
global.home,Головна,uk_UA
global.email.address,Адреса електронної пошти,uk_UA
global.password,Пароль,uk_UA
global.password.invalid_password,"Ваш пароль повинен містити щонайменше одну велику літеру, одну малу літеру, одну цифру та один спеціальний символ із такого списку: !@#$%^&*()_-+=[]{}|;:<>.,/?\~. Нелатинські та інші спеціальні символи не допускаються.",uk_UA
global.permission.failed,Ця дія заборонена,uk_UA
global.recover.password,Відновити пароль,uk_UA
global.accept.terms.and.conditions,Прийняти правила та умови,uk_UA
global.login,Увійти,uk_UA
global.create.account,Створити акаунт,uk_UA
global.cart,Кошик,uk_UA
global.my-cart,Мій кошик,uk_UA
global.no_image_available,Зображення недоступне,uk_UA
global.add-to-cart,Додати в кошик,uk_UA
global.subscribe.title,Відібрані матеріали про цифрову комерцію,uk_UA
global.payment_shipping,Доступні способи оплати та доставки,uk_UA
global.top_categories,Основні категорії,uk_UA
global.popular_brands,Популярні бренди,uk_UA
global.about,Про нас,uk_UA
global.contact_us,Зв'яжіться з нами,uk_UA
global.hint,"Усі ціни без витрат на доставку та обробку, якщо не зазначено інше.",uk_UA
global.thank_certeo,Велика подяка нашим друзям із Certeo.,uk_UA
global.privacy_nav.imprint,Вихідні дані,uk_UA
global.privacy_nav.imprint_url,https://spryker.com/imprint/,uk_UA
global.privacy_nav.data_privacy,Захист даних,uk_UA
global.privacy_nav.data_privacy_url,https://spryker.com/privacy-policy/,uk_UA
global.build_with,Створіть з,uk_UA
global.build_with.link,https://spryker.com/,uk_UA
global.phone.number,+49 (0) 30 208 498 350,uk_UA
global.email.text,info@spryker.com,uk_UA
global.select.placeholder.value,Виберіть значення,uk_UA
global.show,Показати,uk_UA
global.hide,Приховати,uk_UA
global.cancel,Скасувати,uk_UA
global.keep,Залишити,uk_UA
error.404,Помилка 404,uk_UA
homepage.carousel.previous,Попередня,uk_UA
homepage.carousel.next,Далі,uk_UA
customer.signup,Новий клієнт?,uk_UA
customer.signin,Увійти,uk_UA
customer.logout,Вийти,uk_UA
customer.register,Зареєструватися,uk_UA
customer.login,Увійти,uk_UA
customer.please_login,Увійти,uk_UA
customer.login.email,Email,uk_UA
customer.login.password,Пароль,uk_UA
customer.login.title,Увійдіть до свого акаунта,uk_UA
customer.login.welcome_back,З поверненням,uk_UA
customer.login.subtitle,"Увійдіть, щоб керувати замовленнями та акаунтом",uk_UA
customer.login.submit,Увійти,uk_UA
customer.login.terms,Умови,uk_UA
customer.login.error,Введена адреса електронної пошти або пароль неправильні.,uk_UA
customer.login.continue_as_guest,Продовжити як гість,uk_UA
customer.registration.title,Створити акаунт,uk_UA
customer.account.no_order,Поки що немає замовлень,uk_UA
customer.account,Акаунт клієнта,uk_UA
customer.account.contact,Контакти,uk_UA
customer.account.overview,Огляд,uk_UA
customer.account.profile_data,Профіль,uk_UA
customer.account.address,Адреси,uk_UA
customer.account.address.no-addresses,Ще не додано жодної адреси!,uk_UA
customer.account.address.no-addresses-description,"Тут ви знайдете свої адреси та зможете ними керувати, коли вони стануть доступні.",uk_UA
customer.account.order_history,Історія замовлень,uk_UA
customer.account.button.search_filters,Пошук і фільтри,uk_UA
customer.account.newsletter,Розсилка,uk_UA
customer.account.last_orders,Останні замовлення,uk_UA
customer.account.default_billing_address,Платіжна адреса за замовчуванням,uk_UA
customer.account.please_specify_billing_address,Вкажіть платіжну адресу,uk_UA
customer.account.default_shipping_address,Адреса доставки за замовчуванням,uk_UA
customer.account.default_address,Адреса,uk_UA
customer.account.default_both_addresses,Адреса за замовчуванням,uk_UA
customer.account.please_specify_shipping_address,Вкажіть адресу доставки,uk_UA
customer.account.edit_address_information,Редагувати адресні дані,uk_UA
customer.account.additional_addresses,Додаткові адреси,uk_UA
customer.account.button.add_new_address,Додати нову адресу,uk_UA
customer.account.add_new_address,Вкажіть нову адресу,uk_UA
customer.account.deliver_to_multiple_addresses,Доставка на кілька адрес,uk_UA
customer.account.delete.error,Акаунт не можна видалити,uk_UA
customer.newsletter.not_subscribed,Немає підписки на розсилку,uk_UA
customer.profile.order_history,Останні замовлення,uk_UA
customer.account.no_orders,Поки що немає замовлень,uk_UA
customer.address.updated,Адресу успішно оновлено,uk_UA
customer.address.delete.success,Адресу успішно видалено,uk_UA
customer.address.added,Адресу успішно додано,uk_UA
customer.address.first_name,Ім'я,uk_UA
customer.address.last_name,Прізвище,uk_UA
customer.address.company,Компанія,uk_UA
customer.address.address1,Вулиця,uk_UA
customer.address.address2,Номер,uk_UA
customer.address.address3,Додаток до адреси,uk_UA
customer.address.zip_code,Поштовий індекс,uk_UA
customer.address.city,Місто,uk_UA
customer.address.country,Країна,uk_UA
customer.address.phone,Телефон,uk_UA
customer.address.is_default_billing,Платіжна адреса за замовчуванням,uk_UA
customer.address.is_default_shipping,Адреса доставки за замовчуванням,uk_UA
customer.anonymization.success,Ваш акаунт успішно видалено,uk_UA
customer.anonymization.failed,Не вдалося видалити ваш акаунт,uk_UA
customer.authorization.success,"Майже готово! Ми надіслали вам лист для підтвердження адреси електронної пошти. Підтвердьте її, щоб мати змогу увійти.",uk_UA
customer.authorization.account_confirmed,"Вашу адресу електронної пошти підтверджено. Увійдіть, щоб продовжити.",uk_UA
customer.error.confirm_email_link.invalid_or_used,Це посилання для підтвердження електронної пошти недійсне або вже використане.,uk_UA
customer.authorization.validate_email_address,"Майже готово! Ми надіслали вам лист для підтвердження адреси електронної пошти. Підтвердьте її, щоб мати змогу увійти.",uk_UA
customer.profile.change.success,Профіль успішно збережено,uk_UA
customer.password.invalid_password,Поточний пароль неправильний,uk_UA
customer.password.invalid,Пароль недійсний,uk_UA
customer.password.changed,Ваш пароль успішно змінено,uk_UA
customer.token.invalid,Токен недійсний,uk_UA
customer.forgotten-password.description,"Вкажіть адресу електронної пошти, пов'язану з вашим акаунтом.",uk_UA
customer.forgotten_password.email,Адреса електронної пошти,uk_UA
customer.forgotten-password.title,Відновити мій пароль,uk_UA
customer.recovery.request.title,Не пам'ятаєте пароль?,uk_UA
customer.recovery.request.subtitle,"Вкажіть свою робочу електронну адресу, і ми надішлемо вам посилання для скидання пароля.",uk_UA
customer.recovery.email_label,Робоча електронна адреса,uk_UA
customer.recovery.request.submit,Надіслати посилання для скидання,uk_UA
customer.recovery.back_to_sign_in,Повернутися до входу,uk_UA
customer.recovery.sent.title,Перевірте свою електронну пошту,uk_UA
customer.recovery.sent.text,"Якщо для %email% існує акаунт, ми надіслали посилання для скидання пароля.",uk_UA
customer.recovery.sent.resend,Надіслати лист повторно,uk_UA
customer.recovery.reset.title,Встановіть новий пароль,uk_UA
customer.recovery.reset.subtitle,Ваш новий пароль повинен відрізнятися від раніше використаних паролів.,uk_UA
customer.recovery.reset.new_label,Новий пароль,uk_UA
customer.recovery.reset.confirm_label,Підтвердьте пароль,uk_UA
customer.recovery.reset.hint,"Щонайменше 8 символів, включно з цифрою та великою літерою.",uk_UA
customer.recovery.reset.submit,Зберегти пароль,uk_UA
customer.recovery.success.title,Пароль оновлено,uk_UA
customer.recovery.success.text,Ваш пароль успішно змінено. Тепер ви можете увійти з новим паролем.,uk_UA
customer.order.order_id,ID замовлення,uk_UA
customer.order.view_all,Переглянути все,uk_UA
customer.order.all_orders,Переглянути замовлення,uk_UA
customer.order.total,Разом,uk_UA
customer.order.view_order,Переглянути замовлення,uk_UA
customer.order.reorder,Замовити повторно,uk_UA
customer.order.reorder_all,Замовити повторно все,uk_UA
customer.order.reorder_selected,Замовити повторно вибрані позиції,uk_UA
customer.order.reorder.error.unable_to_reorder_items,"Ви не можете замовити ці товари повторно напряму, додайте їх до кошика окремо",uk_UA
customer.order.date,Дата,uk_UA
customer.order.item_sku,SKU,uk_UA
customer.order.product_name,Назва товару,uk_UA
customer.order.item_price,Ціна,uk_UA
customer.order.item_quantity,Кількість,uk_UA
customer.order.item_sum,Сума позиції,uk_UA
customer.order.item_amount,Сума,uk_UA
customer.order.subTotal,Проміжна сума,uk_UA
customer.order.taxTotal,Податок,uk_UA
customer.order.expenseTotal,Витрати на доставку (разом),uk_UA
customer.order.shipment,Відправлення,uk_UA
customer.order.discount.total,Знижка,uk_UA
customer.order.grandTotal,Загальна сума,uk_UA
customer.order.shipping_address,Адреса доставки,uk_UA
customer.order.billing_address,Платіжна адреса,uk_UA
customer.order.shipment_method,Відправлення,uk_UA
customer.order.payment_method,Спосіб оплати,uk_UA
customer.order.products,Товари,uk_UA
customer.order.payment,Оплата,uk_UA
customer.order.complete_checkout,Завершити оформлення,uk_UA
customer.order.item,Позиція,uk_UA
customer.order.items,Позиції,uk_UA
customer.order.items_state,Стан позицій,uk_UA
customer.order.no_orders,Історія замовлень недоступна!,uk_UA
customer.order.no_orders_description,"Тут ви знайдете історію замовлень і зможете нею керувати, коли вона стане доступна.",uk_UA
customer.order.item_options,Опції позиції,uk_UA
customer.order.overview,Огляд,uk_UA
customer.order.summary.items,Позиції,uk_UA
customer.order.summary.discounts,Знижки,uk_UA
customer.newsletter.subscription,Налаштування розсилки,uk_UA
customer.newsletter.subscription_agreement,Я погоджуюся на підписку на новини,uk_UA
customer.newsletter.text,"Отримуйте новини про інновації в продуктах, зміни на ринку та стратегію цифрової комерції.",uk_UA
customer.newsletter.subtitle,РОЗСИЛКА,uk_UA
customer.newsletter.hint,Ви можете відписатися будь-коли.,uk_UA
customer.profile,Мій акаунт,uk_UA
customer.profile.update,Оновити профіль,uk_UA
customer.profile.delete,Видалити акаунт,uk_UA
customer.profile.delete.description,Це видалить усю інформацію про акаунт.,uk_UA
customer.profile.delete.confirmation_question,"Ви впевнені, що хочете видалити свій акаунт?",uk_UA
customer.profile.first_name,Ім'я,uk_UA
customer.profile.last_name,Прізвище,uk_UA
customer.profile.email,Email,uk_UA
customer.profile.phone,Телефон,uk_UA
customer.profile.old_password,Старий пароль,uk_UA
customer.profile.request.new_password,Новий пароль,uk_UA
customer.profile.confirm.new_password,Підтвердьте новий пароль,uk_UA
customer.profile.address.edit,Редагувати,uk_UA
customer.profile.address.delete,Видалити,uk_UA
customer.profile.order_details,Деталі замовлення,uk_UA
customer.password.update,Змінити пароль,uk_UA
customer.password.old_password,Старий пароль,uk_UA
customer.password.request.new_password,Новий пароль,uk_UA
customer.password.confirm.new_password,Підтвердьте пароль,uk_UA
customer.table.actions,Дії,uk_UA
profile.form.salutation,Звертання,uk_UA
customer.salutation.dr,Д-р,uk_UA
customer.salutation.n/a,н/д,uk_UA
customer.customer_id,ID,uk_UA
forms.submit-btn,Надіслати,uk_UA
forms.save-btn,Зберегти,uk_UA
forms.submit.login,Увійти,uk_UA
forms.submit.register,Зареєструватися,uk_UA
forms.forgot-password,Не пам'ятаю пароль,uk_UA
forms.first-name,Ім'я,uk_UA
forms.last-name,Прізвище,uk_UA
forms.email,Email,uk_UA
forms.password,Пароль,uk_UA
forms.confirm-password,Підтвердьте пароль,uk_UA
forms.accept_terms,Прийняти умови,uk_UA
address.salutation,Звертання,uk_UA
email.orderEmail.salutationMale,Пан,uk_UA
email.orderEmail.salutationFemale,Пані,uk_UA
mail.trans.customerRegistration.confirmationLink,Підтвердьте свою адресу електронної пошти,uk_UA
customer.login.failed,Не вдалося увійти,uk_UA
customer.email.already.used,"Якщо ця адреса електронної пошти вже використовується, ви отримаєте посилання для скидання пароля. Інакше вам потрібно спочатку підтвердити свою адресу, щоб завершити реєстрацію. Перевірте свою електронну пошту.",uk_UA
customer.data_change_request.email_change.success,Вашу адресу електронної пошти успішно змінено.,uk_UA
customer.data_change_request.email_change.requested,"Ви запросили зміну своєї електронної адреси на `%newEmail%`. Підтвердьте її, натиснувши посилання для підтвердження, надіслане на цю адресу. Зверніть увагу: посилання дійсне %minutes% хвилин.",uk_UA
customer.data_change_request.invalid,Не знайдено дійсного запиту на зміну даних.,uk_UA
general.back.button,Назад,uk_UA
general.cancel.button,Скасувати,uk_UA
general.edit.button,Редагувати,uk_UA
general.required_fields.text,*Обов'язкові поля,uk_UA
newsletter.subscription.success,Ви успішно підписалися на розсилку,uk_UA
newsletter.unsubscription.success,Ви успішно відписалися від розсилки,uk_UA
newsletter.subscription.already_subscribed,Ви вже підписані на розсилку,uk_UA
newsletter.subscription.email_format_invalid,Неправильний формат адреси електронної пошти,uk_UA
customer.authentication.failed,"Перевірте, чи правильні ваша адреса електронної пошти та пароль і чи підтвердили ви свою адресу, натиснувши посилання в реєстраційному листі",uk_UA
customer.email.invalid,Адреса електронної пошти недійсна,uk_UA
customer.email.format.invalid,Неправильний формат адреси електронної пошти,uk_UA
customer.password.recovery.mail.sent,"Якщо з цією адресою електронної пошти пов'язаний акаунт, ви отримаєте лист із подальшими інструкціями",uk_UA
customer.address.number,Номер,uk_UA
customer.address.save_new_address,Зберегти нову адресу в адресній книзі,uk_UA
countries.iso.AT,Австрія,uk_UA
countries.iso.DE,Німеччина,uk_UA
countries.iso.NO,Норвегія,uk_UA
countries.iso.CH,Швейцарія,uk_UA
countries.iso.ES,Іспанія,uk_UA
countries.iso.GB,Велика Британія,uk_UA
countries.iso.US,Сполучені Штати,uk_UA
customer.billingSameAsShipping,"Платіжна адреса така сама, як адреса доставки",uk_UA
checkout.customer.proceed_as_user,Продовжити як зареєстрований користувач (реєстрація),uk_UA
checkout.customer.proceed_as_guest,Продовжити як гість,uk_UA
checkout.customer.order_as_guest,Замовити як гість,uk_UA
checkout.step.customer.title,Увійти,uk_UA
checkout.step.address.title,Адреса,uk_UA
checkout.step.shipment.title,Доставка,uk_UA
checkout.step.payment.title,Оплата,uk_UA
checkout.step.summary.title,Підтвердити,uk_UA
checkout.step.shipment,Далі,uk_UA
checkout.step.address.select_address,Виберіть адресу,uk_UA
checkout.step.payment,Далі,uk_UA
checkout.step.summary,Перейти до підсумку,uk_UA
checkout.step.summary.with_method,З,uk_UA
checkout.step.summary.items,Позиції,uk_UA
checkout.step.summary.overview,Огляд,uk_UA
checkout.step.summary.sub_total,Проміжна сума,uk_UA
checkout.step.summary.grand_total,Загальна сума,uk_UA
checkout.step.summary.payment,Оплата,uk_UA
checkout.step.summary.shipping,Доставка,uk_UA
checkout.step.summary.tax,Податок,uk_UA
checkout.step.summary.billing_address,Платіжна адреса,uk_UA
checkout.step.summary.delivery_method,Спосіб доставки,uk_UA
checkout.step.summary.requested_delivery_date,Бажана дата доставки,uk_UA
checkout.step.summary.delivery_address,Адреса доставки,uk_UA
checkout.step.summary.products,Товари,uk_UA
checkout.step.place.order,Оформити замовлення,uk_UA
checkout.step.payment.must_be_older_than_18_years,Вам повинно бути щонайменше 18 років.,uk_UA
checkout.step.success.title,Дякуємо!,uk_UA
checkout.step.success.text,Ваше замовлення успішно оформлено. Лист із підтвердженням ви отримаєте за кілька хвилин.,uk_UA
checkout.step.error.title,Ваше замовлення не було оформлено.,uk_UA
checkout.step.error.text,Щось пішло не так. Вибачте.,uk_UA
checkout.back_button,Повернутися до кошика,uk_UA
checkout.secure,Безпечне оформлення замовлення,uk_UA
customer.password.change.success,Пароль успішно змінено,uk_UA
customer.newsletter.subscribed,Підписку на розсилку оформлено,uk_UA
dynamic_entity.validation.invalid_data_format,"Недійсний або відсутній формат даних. Переконайтеся, що дані надано в правильному форматі. Приклад вмісту запиту: {'data':[{...},{...},..]}",uk_UA
dynamic_entity.validation.persistence_failed,Не вдалося зберегти дані для `%errorPath%`. Перевірте надані дані та спробуйте знову.,uk_UA
dynamic_entity.validation.persistence_failed_duplicate_entry,Не вдалося зберегти дані для `%errorPath%`. Перевірте надані дані та спробуйте знову. Запис дублюється.,uk_UA
dynamic_entity.validation.persistence_failed_not_nullable_field,Не вдалося зберегти дані для `%errorPath%`. Перевірте надані дані та спробуйте знову. Поле не може бути порожнім.,uk_UA
dynamic_entity.validation.delete_foreign_key_constraint_fails,Не вдалося видалити дані для `%errorPath%`. Сутність має дочірню сутність і не може бути видалена. Дочірня сутність: `%childEntity%`.,uk_UA
dynamic_entity.validation.entity_does_not_exist,Сутність `%errorPath%` не знайдено в базі даних.,uk_UA
dynamic_entity.validation.invalid_field_type,Недійсний тип даних `%errorPath%` для поля `%fieldName%`,uk_UA
dynamic_entity.validation.invalid_field_value,Недійсне значення даних `%errorPath%` для поля: `%fieldName%`. Правила поля: %validationRules%,uk_UA
dynamic_entity.validation.required_field_is_missing,Обов'язкове поле не може бути порожнім. Поле: `%errorPath%.%fieldName%`,uk_UA
dynamic_entity.validation.entity_not_found_or_identifier_is_not_creatable,"Сутність `%errorPath%.%identifier%` не знайдено за ідентифікатором, і новий ідентифікатор не можна зберегти. Оновіть запит.",uk_UA
dynamic_entity.validation.modification_of_immutable_field_prohibited,Зміна незмінного поля `%errorPath%.%fieldName%` заборонена,uk_UA
dynamic_entity.validation.missing_identifier,Неповний запит — відсутній ідентифікатор для `%errorPath%`,uk_UA
dynamic_entity.validation.provided_field_is_invalid,Вказане `%errorPath%.%fieldName%` неправильне або недійсне.,uk_UA
dynamic_entity.validation.relation_is_not_editable,Відношення `%relationName%` не редагується згідно з конфігурацією.,uk_UA
