category_key,parent_category_key,name.de_DE,meta_title.de_DE,meta_description.de_DE,meta_keywords.de_DE,is_active,is_in_menu,is_clickable,is_searchable,is_root,is_main,node_order,template_name,name.en_US,meta_title.en_US,meta_description.en_US,meta_keywords.en_US
cables,demoshop,Kabel,Kabel,Kabel,Kabel,1,1,1,1,0,1,80,Catalog + Slots,Cables,Cables,Cables,Cables
services,demoshop,Services,Services,Services,Services,1,1,1,1,0,1,40,Catalog (default),Services,Services,Services,Services
products,demoshop,Produkte,Produkte,Produkte,Produkte,1,1,1,1,0,1,1,"Catalog (default)",Products,Products,Products,Products
thermal_energy_systems,products,"Thermische Energiesysteme","Thermische Energiesysteme","Thermische Energiesysteme","Thermische Energiesysteme",1,1,1,1,0,1,2,"Catalog (default)","Thermal Energy Systems","Thermal Energy Systems","Thermal Energy Systems","Thermal Energy Systems"
steam_boilers,thermal_energy_systems,Dampfkessel,Dampfkessel,Dampfkessel,Dampfkessel,1,1,1,1,0,1,3,"Catalog (default)","Steam Boilers","Steam Boilers","Steam Boilers","Steam Boilers"
hot_water_boilers,thermal_energy_systems,Warmwasserkessel,Warmwasserkessel,Warmwasserkessel,Warmwasserkessel,1,1,1,1,0,1,4,"Catalog (default)","Hot Water Boilers","Hot Water Boilers","Hot Water Boilers","Hot Water Boilers"
heat_recovery_systems,thermal_energy_systems,Wärmerückgewinnungssysteme,Wärmerückgewinnungssysteme,Wärmerückgewinnungssysteme,Wärmerückgewinnungssysteme,1,1,1,1,0,1,5,"Catalog (default)","Heat Recovery Systems","Heat Recovery Systems","Heat Recovery Systems","Heat Recovery Systems"
air_conditioning_heating,products,"Klimatisierung und Heizlösungen","Klimatisierung und Heizlösungen","Klimatisierung und Heizlösungen","Klimatisierung und Heizlösungen",1,1,1,1,0,1,6,"Catalog (default)","Air Conditioning and Heating Solutions","Air Conditioning and Heating Solutions","Air Conditioning and Heating Solutions","Air Conditioning and Heating Solutions"
industrial_heat_pumps,air_conditioning_heating,"Industrielle Wärmepumpen","Industrielle Wärmepumpen","Industrielle Wärmepumpen","Industrielle Wärmepumpen",1,1,1,1,0,1,7,"Catalog (default)","Industrial Heat Pumps","Industrial Heat Pumps","Industrial Heat Pumps","Industrial Heat Pumps"
industrial_air_conditioning,air_conditioning_heating,"Industrielle Klimaanlagen","Industrielle Klimaanlagen","Industrielle Klimaanlagen","Industrielle Klimaanlagen",1,1,1,1,0,1,8,"Catalog (default)","Industrial Air Conditioning Units","Industrial Air Conditioning Units","Industrial Air Conditioning Units","Industrial Air Conditioning Units"
hybrid_systems,air_conditioning_heating,Hybridsysteme,Hybridsysteme,Hybridsysteme,Hybridsysteme,1,1,1,1,0,1,9,"Catalog (default)","Hybrid Systems","Hybrid Systems","Hybrid Systems","Hybrid Systems"
process_technology,products,Prozesstechnik,Prozesstechnik,Prozesstechnik,Prozesstechnik,1,1,1,1,0,1,10,"Catalog (default)","Process Technology","Process Technology","Process Technology","Process Technology"
boiler_house_equipment,process_technology,Kesselhausausrüstung,Kesselhausausrüstung,Kesselhausausrüstung,Kesselhausausrüstung,1,1,1,1,0,1,11,"Catalog (default)","Boiler House Equipment","Boiler House Equipment","Boiler House Equipment","Boiler House Equipment"
water_treatment_systems,process_technology,Wasseraufbereitungssysteme,Wasseraufbereitungssysteme,Wasseraufbereitungssysteme,Wasseraufbereitungssysteme,1,1,1,1,0,1,12,"Catalog (default)","Water Treatment Systems","Water Treatment Systems","Water Treatment Systems","Water Treatment Systems"
fuel_supply_systems,process_technology,Brennstoffversorgungssysteme,Brennstoffversorgungssysteme,Brennstoffversorgungssysteme,Brennstoffversorgungssysteme,1,1,1,1,0,1,13,"Catalog (default)","Fuel Supply Systems","Fuel Supply Systems","Fuel Supply Systems","Fuel Supply Systems"
components_accessories,products,"Komponenten und Zubehör","Komponenten und Zubehör","Komponenten und Zubehör","Komponenten und Zubehör",1,1,1,1,0,1,14,"Catalog (default)","Components and Accessories","Components and Accessories","Components and Accessories","Components and Accessories"
valves_fittings,components_accessories,"Ventile und Armaturen","Ventile und Armaturen","Ventile und Armaturen","Ventile und Armaturen",1,1,1,1,0,1,15,"Catalog (default)","Valves and Fittings","Valves and Fittings","Valves and Fittings","Valves and Fittings"
pumps,components_accessories,Pumpen,Pumpen,Pumpen,Pumpen,1,1,1,1,0,1,16,"Catalog (default)",Pumps,Pumps,Pumps,Pumps
sensors_gauges,components_accessories,"Sensoren und Messgeräte","Sensoren und Messgeräte","Sensoren und Messgeräte","Sensoren und Messgeräte",1,1,1,1,0,1,17,"Catalog (default)","Sensors and Gauges","Sensors and Gauges","Sensors and Gauges","Sensors and Gauges"
smart_energy_monitoring,products,"Intelligente Energie & Überwachung","Intelligente Energie & Überwachung","Intelligente Energie & Überwachung","Intelligente Energie & Überwachung",1,1,1,1,0,1,18,"Catalog (default)","Smart Energy & Monitoring","Smart Energy & Monitoring","Smart Energy & Monitoring","Smart Energy & Monitoring"
remote_monitoring,smart_energy_monitoring,Fernüberwachung,Fernüberwachung,Fernüberwachung,Fernüberwachung,1,1,1,1,0,1,19,"Catalog (default)","Remote Monitoring","Remote Monitoring","Remote Monitoring","Remote Monitoring"
energy_management_software,smart_energy_monitoring,Energiemanagement-Software,Energiemanagement-Software,Energiemanagement-Software,Energiemanagement-Software,1,1,1,1,0,1,20,"Catalog (default)","Energy Management Software","Energy Management Software","Energy Management Software","Energy Management Software"
predictive_service_analytics,smart_energy_monitoring,"Prädiktive Service-Analysen","Prädiktive Service-Analysen","Prädiktive Service-Analysen","Prädiktive Service-Analysen",1,1,1,1,0,1,21,"Catalog (default)","Predictive Service Analytics","Predictive Service Analytics","Predictive Service Analytics","Predictive Service Analytics"
technical_services,services,"Technische Dienstleistungen","Technische Dienstleistungen","Technische Dienstleistungen","Technische Dienstleistungen",1,1,1,1,0,1,23,"Catalog (default)","Technical Services","Technical Services","Technical Services","Technical Services"
installation_commissioning,technical_services,"Installation und Inbetriebnahme","Installation und Inbetriebnahme","Installation und Inbetriebnahme","Installation und Inbetriebnahme",1,1,1,1,0,1,24,"Catalog (default)","Installation and Commissioning","Installation and Commissioning","Installation and Commissioning","Installation and Commissioning"
maintenance_repair,technical_services,"Wartung und Reparatur","Wartung und Reparatur","Wartung und Reparatur","Wartung und Reparatur",1,1,1,1,0,1,25,"Catalog (default)","Maintenance and Repair","Maintenance and Repair","Maintenance and Repair","Maintenance and Repair"
spare_parts_supply,technical_services,Ersatzteilversorgung,Ersatzteilversorgung,Ersatzteilversorgung,Ersatzteilversorgung,1,1,1,1,0,1,26,"Catalog (default)","Spare Parts Supply","Spare Parts Supply","Spare Parts Supply","Spare Parts Supply"
consulting_engineering,services,"Beratung & Engineering","Beratung & Engineering","Beratung & Engineering","Beratung & Engineering",1,1,1,1,0,1,27,"Catalog (default)","Consulting & Engineering","Consulting & Engineering","Consulting & Engineering","Consulting & Engineering"
energy_efficiency_consulting,consulting_engineering,Energieeffizienz-Beratung,Energieeffizienz-Beratung,Energieeffizienz-Beratung,Energieeffizienz-Beratung,1,1,1,1,0,1,28,"Catalog (default)","Energy Efficiency Consulting","Energy Efficiency Consulting","Energy Efficiency Consulting","Energy Efficiency Consulting"
system_design_planning,consulting_engineering,"Systemdesign und Planung","Systemdesign und Planung","Systemdesign und Planung","Systemdesign und Planung",1,1,1,1,0,1,29,"Catalog (default)","System Design and Planning","System Design and Planning","System Design and Planning","System Design and Planning"
feasibility_assessment,consulting_engineering,Machbarkeitsstudie,Machbarkeitsstudie,Machbarkeitsstudie,Machbarkeitsstudie,1,1,1,1,0,1,30,"Catalog (default)","Feasibility Assessment","Feasibility Assessment","Feasibility Assessment","Feasibility Assessment"
digital_services,services,"Digitale Dienstleistungen","Digitale Dienstleistungen","Digitale Dienstleistungen","Digitale Dienstleistungen",1,1,1,1,0,1,31,"Catalog (default)","Digital Services","Digital Services","Digital Services","Digital Services"
remote_diagnostics,digital_services,Ferndiagnose,Ferndiagnose,Ferndiagnose,Ferndiagnose,1,1,1,1,0,1,32,"Catalog (default)","Remote Diagnostics","Remote Diagnostics","Remote Diagnostics","Remote Diagnostics"
condition_monitoring,digital_services,Zustandsüberwachung,Zustandsüberwachung,Zustandsüberwachung,Zustandsüberwachung,1,1,1,1,0,1,33,"Catalog (default)","Condition Monitoring","Condition Monitoring","Condition Monitoring","Condition Monitoring"
software_updates,digital_services,Software-Updates,Software-Updates,Software-Updates,Software-Updates,1,1,1,1,0,1,34,"Catalog (default)","Software Updates","Software Updates","Software Updates","Software Updates"
training_support,services,"Schulung & Support","Schulung & Support","Schulung & Support","Schulung & Support",1,1,1,1,0,1,35,"Catalog (default)","Training & Support","Training & Support","Training & Support","Training & Support"
operator_training,training_support,Bedienerschulung,Bedienerschulung,Bedienerschulung,Bedienerschulung,1,1,1,1,0,1,36,"Catalog (default)","Operator Training","Operator Training","Operator Training","Operator Training"
technical_seminars,training_support,"Technische Seminare","Technische Seminare","Technische Seminare","Technische Seminare",1,1,1,1,0,1,37,"Catalog (default)","Technical Seminars","Technical Seminars","Technical Seminars","Technical Seminars"
sustainability_solutions,services,Nachhaltigkeitslösungen,Nachhaltigkeitslösungen,Nachhaltigkeitslösungen,Nachhaltigkeitslösungen,1,1,1,1,0,1,38,"Catalog (default)","Sustainability Solutions","Sustainability Solutions","Sustainability Solutions","Sustainability Solutions"
service_contracts,sustainability_solutions,Serviceverträge,Serviceverträge,Serviceverträge,Serviceverträge,1,1,1,1,0,1,39,"Catalog (default)","Service Contracts","Service Contracts","Service Contracts","Service Contracts"
asset_management,sustainability_solutions,Anlagenverwaltung,Anlagenverwaltung,Anlagenverwaltung,Anlagenverwaltung,1,1,1,1,0,1,40,"Catalog (default)","Asset Management","Asset Management","Asset Management","Asset Management"
end_of_life_disposal_recycling,sustainability_solutions,"Entsorgung & Recycling am Lebensende","Entsorgung & Recycling am Lebensende","Entsorgung & Recycling am Lebensende","Entsorgung & Recycling am Lebensende",1,1,1,1,0,1,41,"Catalog (default)","End-of-Life Disposal & Recycling","End-of-Life Disposal & Recycling","End-of-Life Disposal & Recycling","End-of-Life Disposal & Recycling"
